,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temperature,Wind Speed
99,Port Macquarie,68,AU,1589654824,97,-31.43,152.92,55.0,8.81
101,Ormara,0,PK,1589655034,76,25.21,64.64,81.7,11.97
102,Oktyabr'skoye,100,RU,1589655035,72,43.06,44.74,68.0,13.42
103,Nome,90,US,1589655036,70,64.5,-165.41,48.99,8.05
104,Caravelas,100,BR,1589655037,94,-17.71,-39.25,72.23,6.89
105,Rāmshīr,61,IR,1589655039,74,30.89,49.41,87.8,4.7
106,Tiznit Province,60,MA,1589655040,74,29.58,-9.5,59.4,12.12
107,Iqaluit,75,CA,1589655041,93,63.75,-68.51,32.0,10.29
108,Bandarbeyla,37,SO,1589655043,82,9.49,50.81,83.48,23.09
109,São Filipe,0,CV,1589655044,78,14.9,-24.5,72.97,13.62
110,Walvis Bay,0,NA,1589655045,68,-22.96,14.51,64.4,3.36
111,Laas,75,IT,1589655047,81,46.62,10.7,50.0,3.36
115,Cherskiy,0,RU,1589655052,61,68.75,161.3,41.07,5.21
116,Forsytheganj,0,BY,1589655053,81,52.63,29.73,45.05,8.88
118,Ahipara,11,NZ,1589655056,86,-35.17,173.17,54.28,7.0
120,Longyearbyen,0,SJ,1589655058,69,78.22,15.64,37.4,3.36
121,Berdigestyakh,31,RU,1589655059,75,62.1,126.7,44.17,0.74
122,Puri,75,IN,1589655061,74,19.8,85.85,84.2,5.82
123,Otaru,48,JP,1589655062,84,43.19,141.0,51.01,1.01
124,Geraldton,45,AU,1589655063,76,-28.77,114.6,55.4,6.93
126,Svetlaya,60,RU,1589655066,89,46.54,138.33,40.73,10.96
127,Nelson Bay,90,AU,1589655067,93,-32.72,152.15,55.0,4.7
130,Ankpa,0,NG,1589655071,72,7.37,7.63,81.52,5.12
133,Nuuk,40,GL,1589655075,70,64.18,-51.72,44.6,12.75
135,Upernavik,2,GL,1589655077,96,72.79,-56.15,31.01,13.35
138,Mikhaylovka,41,RU,1589655081,88,50.06,43.24,44.49,7.18
140,Ixtapa,5,MX,1589655084,61,20.7,-105.2,82.4,10.29
141,Khatanga,99,RU,1589654577,97,71.97,102.5,31.12,11.25
142,Darhan,0,MN,1589655087,63,49.49,105.92,41.11,6.64
144,Bollnäs,100,SE,1589655089,67,61.35,16.39,43.0,4.09
146,Thaton,100,MM,1589655092,76,16.92,97.37,84.87,4.7
148,Terrace Bay,75,CA,1589655094,62,48.78,-87.1,53.6,5.82
149,Omsukchan,100,RU,1589655095,97,62.53,155.8,30.2,5.7
150,Airai,35,TL,1589655097,100,-8.93,125.41,61.14,3.94
151,Shingū,100,JP,1589655098,95,33.73,135.98,63.72,2.04
152,Pacific Grove,1,US,1589655099,63,36.62,-121.92,73.0,8.05
153,Dikson,94,RU,1589655100,97,73.51,80.55,29.57,9.19
154,Kilindoni,23,TZ,1589655101,72,-7.91,39.67,80.94,16.33
155,Kawalu,100,ID,1589655103,92,-7.38,108.21,74.97,0.94
159,Nanortalik,100,GL,1589655108,83,60.14,-45.24,40.32,0.4
161,Souillac,20,MU,1589655111,88,-20.52,57.52,71.6,4.16
164,New Norfolk,0,AU,1589655114,86,-42.78,147.06,50.0,3.11
166,Puerto Ayora,20,EC,1589655117,65,-0.74,-90.35,82.4,17.22
168,Severo-Kuril'sk,100,RU,1589655119,88,50.68,156.12,35.78,9.06
169,George Town,40,MY,1589654350,100,5.41,100.34,78.8,3.36
170,Saldanha,0,ZA,1589655122,67,-33.01,17.94,57.2,5.82
171,Yangambi,68,CD,1589655123,76,0.81,24.43,77.49,1.95
174,Singapore,75,SG,1589654838,83,1.29,103.85,84.2,2.24
175,Kapaa,20,US,1589655128,78,22.08,-159.32,77.0,9.17
176,Taikang,92,CN,1589655129,63,46.83,124.42,59.14,9.35
179,Tokur,0,RU,1589655133,95,53.13,132.9,28.4,3.53
180,Aklavik,75,CA,1589655134,74,68.22,-135.01,28.4,11.41
181,Hambantota,75,LK,1589655135,100,6.12,81.12,80.6,4.7
182,Touros,75,BR,1589655137,100,-5.2,-35.46,75.2,4.7
183,Isangel,20,VU,1589655138,100,-19.55,169.27,66.2,12.24
184,Penzance,50,GB,1589655139,62,50.12,-5.54,55.4,11.41
185,Muros,0,ES,1589655140,64,42.78,-9.06,69.01,13.0
187,Atuona,10,PF,1589655143,76,-9.8,-139.03,80.92,14.0
188,Teshie,20,GH,1589655144,74,5.58,-0.11,86.0,12.75
189,Codrington,0,AU,1589655145,77,-38.27,141.97,42.96,7.7
191,Inhambane,0,MZ,1589655148,79,-23.86,35.38,70.92,12.64
192,Turukhansk,100,RU,1589655149,88,65.82,87.98,44.13,13.85
194,Kieta,0,PG,1589655151,79,-6.22,155.63,79.83,3.51
195,Salalah,20,OM,1589655152,79,17.02,54.09,86.0,4.7
198,Clyde River,1,CA,1589655156,100,70.47,-68.59,23.0,2.24
199,Saulkrasti,75,LV,1589655157,93,57.26,24.41,42.8,6.93
200,Hailin,0,CN,1589655159,89,44.58,129.42,49.86,2.19
201,Biak,85,ID,1589655160,80,-0.91,122.88,78.8,4.43
202,Saint Paul Harbor,90,US,1589655161,93,57.79,-152.41,46.4,3.27
204,Talnakh,40,RU,1589655163,86,69.49,88.4,37.4,26.84
205,Coyhaique,90,CL,1589655165,81,-45.58,-72.07,48.2,4.7
209,Deputatsky,100,RU,1589655170,99,69.3,139.9,25.03,4.29
210,Zeya,2,RU,1589655171,77,53.75,127.27,38.46,5.7
211,Bambous Virieux,20,MU,1589655172,88,-20.34,57.76,73.0,6.13
212,Luganville,90,VU,1589655173,78,-15.53,167.17,78.8,2.24
213,Henties Bay,0,NA,1589655175,91,-22.12,14.28,59.0,1.01
214,Bairiki Village,40,KI,1589655176,83,1.33,172.98,82.4,8.05
215,Kendari,17,ID,1589655177,92,-3.94,122.5,77.0,1.12
217,Florø,100,NO,1589655180,80,61.6,5.03,39.2,16.11
220,Kapit,100,MY,1589655183,95,2.02,112.93,76.01,0.69
222,Sola,90,VU,1589655186,88,-13.88,167.55,80.6,4.7
223,Stromness,100,GB,1589655136,87,58.97,-3.3,46.4,10.29
224,Wamba,89,NG,1589655189,68,8.93,8.6,81.84,2.33
225,Dali,16,CN,1589655190,74,25.7,100.18,59.31,4.5
228,Kupang,16,ID,1589655194,84,-10.17,123.58,79.18,13.29
229,Lavrentiya,17,RU,1589655195,95,65.58,-171.0,29.37,8.16
230,Yarensk,0,RU,1589655196,91,62.17,49.09,36.7,3.06
231,Yārāda,40,IN,1589655197,83,17.65,83.27,84.2,2.24
232,Guajará,49,BR,1589654905,84,-2.97,-57.67,84.54,3.49
235,Stornoway,100,GB,1589655202,62,58.21,-6.39,54.0,13.87
236,Vila Franca do Campo,75,PT,1589655204,88,37.72,-25.43,62.6,6.93
237,Northam,65,GB,1589655205,82,51.03,-4.22,55.0,5.99
238,Teya,99,RU,1589655206,76,60.38,92.63,46.96,5.28
239,Leshukonskoye,55,RU,1589654997,83,64.9,45.76,38.34,0.96
240,Tiksi,55,RU,1589655209,98,71.69,128.87,21.42,5.77
241,Egvekinot,7,RU,1589655210,96,66.32,-179.17,25.93,15.79
242,Kattivākkam,20,IN,1589655211,74,13.22,80.32,88.0,4.7
243,Hong Kong,1,HK,1589655033,83,22.29,114.16,80.01,10.0
244,Udachny,100,RU,1589655214,93,66.42,112.4,36.57,4.94
247,Asău,20,RO,1589655217,77,46.43,26.4,50.0,2.08
248,Dejen,100,ET,1589655219,66,10.17,38.13,63.21,4.16
249,Suntar,100,RU,1589655220,65,62.14,117.63,49.66,2.57
250,Akureyri,90,IS,1589655221,73,65.68,-18.09,39.2,19.46
251,Blagoyevo,39,RU,1589655222,79,63.37,47.92,38.41,2.15
252,Whitehorse,75,CA,1589655224,76,60.72,-135.05,51.01,4.7
253,Padang,100,ID,1589655225,80,-0.95,100.35,79.9,4.14
254,Griffith,1,US,1589655226,63,41.53,-87.42,69.01,9.13
256,Vardø,100,NO,1589655028,96,70.37,31.11,33.71,10.98
257,Okha,59,RU,1589655230,95,53.57,142.95,30.16,8.1
259,Moree,0,AU,1589655232,76,-29.47,149.85,51.8,6.89
260,Bengkulu,99,ID,1589655233,83,-3.8,102.27,78.6,3.47
261,Pevek,0,RU,1589655235,93,69.7,170.31,29.75,3.71
262,Gladstone,68,AU,1589655236,68,-23.85,151.25,66.2,9.17
263,Ust-Nera,25,RU,1589655237,83,64.57,143.2,35.58,6.17
264,Paramonga,11,PE,1589655238,67,-10.67,-77.83,71.37,9.44
266,Sembabule,100,UG,1589655241,92,-0.08,31.46,65.95,6.11
269,Rokytne,0,UA,1589655139,80,51.28,27.21,45.84,6.26
270,Chernukha,13,RU,1589655246,92,55.6,43.76,42.4,6.58
271,Leningradskiy,100,RU,1589655247,97,69.38,178.42,25.63,2.59
272,Tainan City,40,TW,1589655248,65,22.99,120.21,78.8,5.82
274,Lebu,61,CL,1589655251,83,-37.62,-73.65,61.12,3.87
275,Ilulissat,90,GL,1589654964,92,69.22,-51.1,30.2,5.82
276,Iguape,0,BR,1589655253,66,-24.71,-47.56,71.17,5.59
277,Derzhavīnsk,100,KZ,1589655254,76,51.1,66.32,59.2,10.58
278,Belaya Gora,4,RU,1589655256,93,68.53,146.42,32.97,7.07
279,Suda,40,RU,1589654965,93,59.15,37.56,42.8,6.6
280,Hammerfest,100,NO,1589655258,97,70.66,23.68,35.6,19.46
282,Duluth,1,US,1589655074,75,46.78,-92.11,57.99,13.87
285,Brae,100,GB,1589655264,76,60.4,-1.35,44.6,23.04
286,Katsuura,75,JP,1589655266,93,35.13,140.3,64.4,5.82
287,Ndélé,100,CF,1589655267,82,8.41,20.65,75.0,4.18
288,Lyman,0,UA,1589655268,80,48.99,37.8,48.34,5.5
289,San Miguelito,20,PA,1589655269,63,9.03,-79.5,91.4,6.93
290,Nishihara,75,JP,1589655270,94,26.18,127.76,78.8,9.17
291,Tauá,56,BR,1589655272,67,-5.97,-40.3,82.81,9.04
292,Bashmakovo,0,RU,1589655273,75,53.21,43.03,44.51,6.15
293,Davila,75,PH,1589655274,83,18.47,120.58,80.6,8.05
295,Muaná,86,BR,1589655277,86,-1.53,-49.22,82.44,5.82
296,Broken Hill,0,AU,1589655278,71,-31.95,141.43,50.0,6.93
298,Zhaoyuan,3,CN,1589655280,75,37.36,120.4,66.0,7.16
299,Kavaratti,100,IN,1589655281,80,10.57,72.64,85.86,12.41
304,Meïganga,100,CM,1589655288,91,6.52,14.3,68.05,3.09
305,Kiunga,100,PG,1589655289,98,-6.12,141.29,73.44,1.81
306,Hasaki,75,JP,1589655290,93,35.73,140.83,62.6,8.05
307,Iralaya,40,HN,1589655291,63,15.0,-83.23,93.2,9.17
308,Olafsvik,0,IS,1589655292,62,64.89,-23.71,42.75,15.93
309,Ximeicun,20,CN,1589655294,88,24.96,118.38,80.6,2.24
310,Kavieng,96,PG,1589655295,76,-2.57,150.8,83.07,12.19
311,Saint-Joseph,75,RE,1589655296,83,-21.37,55.62,73.4,4.7
312,Puerto Escondido,5,MX,1589655298,79,15.85,-97.07,89.6,6.93
315,Norman Wells,90,CA,1589655301,68,65.28,-126.83,28.4,20.8
316,Lishu,100,CN,1589655302,83,43.3,124.33,60.21,9.89
317,Pangody,85,RU,1589655304,89,65.85,74.49,40.89,5.21
318,Morwell,0,AU,1589655305,96,-38.23,146.4,37.99,1.86
320,North Bend,75,US,1589655156,77,43.41,-124.22,66.99,6.93
321,St. George's,51,GD,1589655308,73,12.06,-61.75,82.87,17.54
325,Bontang,89,ID,1589655313,85,0.13,117.5,80.83,7.18
327,Kyzyl-Suu,100,KG,1589655316,77,42.34,78.0,50.5,1.34
328,Yeppoon,100,AU,1589655317,72,-23.13,150.73,64.4,8.05
329,Tuatapere,0,NZ,1589655319,85,-46.13,167.68,43.59,4.25
330,Bereda,2,ES,1589655320,83,43.27,-7.54,57.99,11.99
331,Ordu,17,TR,1589655321,100,40.91,37.68,52.45,3.71
333,Dinghaicun,10,CN,1589655324,94,26.28,119.79,75.2,11.18
335,Half Moon Bay,20,US,1589655303,77,37.46,-122.43,71.01,8.05
336,Namatanai,0,PG,1589655327,81,-3.67,152.43,79.81,6.67
337,Havøysund,100,NO,1589655329,94,71.0,24.66,35.6,19.46
338,Portland,90,US,1589655141,76,45.52,-122.68,61.0,4.03
340,Sitka,40,US,1589655332,66,57.05,-135.33,55.4,5.82
341,San Policarpo,3,PH,1589655334,84,12.18,125.51,82.02,13.02
342,Ancud,40,CL,1589655335,67,-41.87,-73.82,60.01,9.17
344,Tura,0,IN,1589655337,75,25.52,90.22,76.77,7.9
346,Mgandu,0,TZ,1589655340,85,-5.95,34.13,63.68,3.76
349,Auburn,90,US,1589655063,87,47.31,-122.23,60.01,6.93
352,Hualmay,6,PE,1589655347,66,-11.1,-77.61,71.37,9.37
353,Keuruu,90,FI,1589655349,80,62.27,24.7,41.0,10.29
354,Kalevala,42,RU,1589655350,85,65.2,31.17,35.35,5.19
357,Malé,75,MV,1589655353,84,4.17,73.51,86.0,16.11
359,Yar-Sale,100,RU,1589655356,97,66.83,70.83,33.28,4.09
360,Yanam,100,IN,1589655076,79,16.73,82.22,84.61,5.01
361,Måløy,100,NO,1589655358,80,61.94,5.11,39.2,16.11
363,Kaitangata,0,NZ,1589655361,80,-46.28,169.85,41.16,5.48
364,Eyl,0,SO,1589655363,76,7.98,49.82,84.94,20.94
367,Juneau,40,US,1589655140,62,58.3,-134.42,55.4,3.36
368,Aksarka,100,RU,1589655367,97,66.56,67.8,35.92,4.43
370,Krasnomayskiy,94,RU,1589655370,92,57.62,34.41,42.78,7.74
372,Marawi,98,PH,1589655372,92,8.0,124.29,78.01,4.0
374,Kailua,23,US,1589655375,61,21.4,-157.74,81.0,10.29
375,Mitú,40,CO,1589655218,77,1.2,-70.17,82.65,4.36
376,Jiwani,0,PK,1589655377,79,25.05,61.74,82.51,8.25
378,Tonj,100,SS,1589655380,72,7.27,28.68,77.88,7.31
379,Shimoda,73,JP,1589655381,95,34.67,138.95,57.99,1.12
382,Ekenäs,54,FI,1589655385,95,59.97,23.43,39.0,10.27
383,Fomboni,3,KM,1589655386,75,-12.28,43.74,79.95,23.2
384,Tazovsky,100,RU,1589655387,99,67.47,78.7,34.41,4.05
387,Los Llanos de Aridane,75,ES,1589655391,64,28.66,-17.92,68.0,12.75
391,Zhifang,0,CN,1589655396,94,30.35,114.32,71.6,2.24
393,Kizema,70,RU,1589655399,86,61.11,44.83,38.8,3.98
394,San Quintín,17,MX,1589655400,68,30.48,-115.95,67.93,11.3
395,Beloha,0,MG,1589655401,82,-25.17,45.05,62.64,5.75
396,Galesong,4,ID,1589655402,79,-5.32,119.37,80.51,6.42
397,Mandalgovi,0,MN,1589655404,78,45.76,106.27,35.15,31.63
398,Inta,90,RU,1589655405,90,66.03,60.17,34.05,7.0
399,Garbolovo,100,RU,1589655407,69,60.34,30.5,41.0,7.2
402,Solnechnyy,97,RU,1589655410,89,50.72,136.63,36.46,9.15
404,Seoul,75,KR,1589655346,93,37.57,126.98,62.6,4.7
405,Beringovskiy,96,RU,1589655414,97,63.05,179.32,30.09,15.35
406,Kerewan,0,GM,1589655415,69,13.49,-16.09,80.6,16.11
408,Itarema,71,BR,1589655418,83,-2.92,-39.92,81.66,9.06
409,Santiago de Cao,4,PE,1589655419,76,-7.96,-79.24,70.5,13.67
410,Cam Ranh,20,VN,1589655420,79,11.92,109.16,86.0,5.82
412,Faanui,71,PF,1589655423,75,-16.48,-151.75,82.17,8.1
414,Lagoa,100,PT,1589655425,89,39.05,-27.98,64.81,13.62
415,Port Elizabeth,56,ZA,1589655426,93,-33.92,25.57,51.8,3.36
416,Launceston,90,AU,1589655403,87,-41.45,147.17,46.4,10.29
417,Newry,100,GB,1589655429,74,54.18,-6.34,55.0,1.01
418,Muli,100,MV,1589655430,77,2.92,73.57,85.05,19.1
420,Bonavista,0,CA,1589655433,87,48.65,-53.11,39.0,3.0
421,Ostrovnoy,99,RU,1589655434,97,68.05,39.51,31.05,4.07
423,Klaksvík,100,FO,1589655437,86,62.23,-6.59,37.4,18.34
425,Husavik,90,IS,1589655439,90,66.04,-17.34,39.2,19.46
426,Zig,90,US,1589655440,73,40.13,-92.77,73.0,6.93
427,Luanda,20,AO,1589655396,88,-8.84,13.23,80.6,8.05
428,Tautira,75,PF,1589655443,70,-17.73,-149.15,84.2,10.29
430,Esperance,90,AU,1589655446,71,-33.87,121.9,55.4,4.7
431,Onega,25,RU,1589655447,81,63.91,38.14,37.81,5.75
432,Steenwijk,100,NL,1589655448,66,52.79,6.12,53.01,5.99
433,Wanning,36,CN,1589655449,89,18.8,110.4,79.23,8.59
434,Pitimbu,75,BR,1589655351,94,-7.47,-34.81,78.8,3.36
435,Molėtai,75,LT,1589655452,93,55.23,25.42,44.6,8.05
436,São João de Pirabas,100,BR,1589655453,82,-0.77,-47.18,77.34,7.14
437,Chegdomyn,15,RU,1589655454,83,51.12,133.02,35.78,2.35
439,Alofi,66,NU,1589655457,100,-19.06,-169.92,68.0,1.12
440,Dalvik,90,IS,1589655458,80,65.97,-18.53,39.2,19.46
441,Batagay,100,RU,1589655459,88,67.63,134.63,37.38,3.74
442,Gawler,0,AU,1589655460,75,-34.6,138.73,48.99,5.01
445,Vao,100,NC,1589655464,76,-22.67,167.48,72.12,13.98
447,Xichang,100,CN,1589655467,75,27.9,102.26,61.11,4.52
448,Rabo de Peixe,75,PT,1589655468,88,37.8,-25.58,62.6,6.93
450,Ulladulla,90,AU,1589655470,100,-35.35,150.47,53.6,8.05
451,Kasongo-Lunda,0,CD,1589655472,64,-6.47,16.82,72.48,1.19
452,Lorengau,21,PG,1589655473,81,-2.02,147.27,82.72,8.34
453,Bubaque,0,GW,1589655474,77,11.28,-15.83,79.56,15.46
457,Codajás,64,BR,1589655306,74,-3.84,-62.06,86.2,1.54
458,Cienfuegos,0,CU,1589655248,66,22.15,-80.44,87.8,12.75
459,Benguela,0,AO,1589655481,80,-12.58,13.41,76.98,1.52
463,Turbat,0,PK,1589655487,64,26.0,63.04,82.89,2.42
464,Mucurapo,75,TT,1589655488,78,10.67,-61.53,84.99,9.17
465,Vila Velha,90,BR,1589655489,88,-20.33,-40.29,71.6,3.36
466,Merauke,100,ID,1589655491,80,-8.47,140.33,78.85,18.34
468,Bonthe,54,SL,1589655493,77,7.53,-12.51,83.64,8.57
474,Tual,53,ID,1589655501,81,-5.67,132.75,83.44,22.79
476,Cherusti,41,RU,1589655503,92,55.55,40.01,44.04,6.78
477,Zlobin,100,HR,1589655505,75,45.29,14.65,61.0,8.99
481,Kusu,100,JP,1589655509,92,33.28,131.15,69.01,3.4
482,Antalaha,4,MG,1589655511,85,-14.9,50.28,74.53,6.4
485,Ballina,40,AU,1589655514,87,-28.87,153.57,59.0,8.05
486,Teahupoo,75,PF,1589655516,70,-17.83,-149.27,84.2,10.29
490,Evensk,53,RU,1589655520,84,61.95,159.23,35.35,11.54
493,Krasnosel'kup,100,RU,1589655524,96,65.7,82.47,44.6,2.98
494,Kuah,20,MY,1589655526,100,6.33,99.84,78.8,3.36
495,Iquitos,90,PE,1589655527,88,-3.75,-73.25,77.0,5.82
496,Porto-Novo,40,BJ,1589655528,79,6.5,2.6,86.0,11.41
497,Catuday,0,PH,1589655529,79,16.29,119.81,81.19,6.78
498,Kemijärvi,100,FI,1589655530,90,66.71,27.43,34.45,4.41
499,Shenjiamen,100,CN,1589655532,93,29.96,122.3,68.94,6.17
501,Delta,100,NG,1589655534,90,5.5,6.0,79.99,4.12
503,Kānkon,65,IN,1589655537,85,15.02,74.02,82.72,7.65
504,Sistranda,40,NO,1589655538,86,63.73,8.83,39.2,20.8
505,Vanimo,100,PG,1589655539,82,-2.67,141.3,79.36,7.25
506,Yambio,100,SS,1589655540,83,4.57,28.4,72.05,2.73
508,Cockburn Town,64,TC,1589655261,78,21.46,-71.14,80.69,18.25
509,Blahodatne,0,UA,1589655544,85,50.66,24.25,45.41,4.52
512,Kathu,40,TH,1589655548,94,7.92,98.33,78.8,16.11
513,Puksoozero,92,RU,1589655549,88,62.59,40.61,36.68,4.03
515,Manggar,100,ID,1589655552,84,-2.88,108.27,82.45,8.37
516,Kerchevskiy,95,RU,1589655553,88,59.95,56.29,42.17,8.08
517,Marquette,99,US,1589655554,66,46.53,-87.63,53.01,4.0
518,Luwuk,70,ID,1589655555,75,-0.95,122.79,79.16,3.58
520,Aitape,70,PG,1589655558,81,-3.14,142.35,79.16,5.77
521,Amahai,5,ID,1589655559,86,-3.33,128.92,79.68,4.03
522,Morondava,0,MG,1589655560,64,-20.28,44.28,73.08,17.47
523,Buenaventura,57,CO,1589655561,78,3.88,-77.03,84.78,5.39
526,Nador,100,MA,1589655379,72,35.17,-2.93,66.2,5.82
527,Bago,40,MM,1589655566,74,17.34,96.48,86.0,5.82
529,Halifax,100,CA,1589655334,69,44.65,-63.57,46.0,3.0
530,Sharanga,0,RU,1589655570,88,57.18,46.54,41.18,5.99
531,Itoman,75,JP,1589655571,94,26.12,127.67,78.8,9.17
533,Berlevåg,100,NO,1589655574,93,70.86,29.09,34.11,10.45
536,Margate,0,GB,1589655577,63,51.38,1.39,57.99,5.79
538,Takoradze,10,GH,1589655580,83,4.88,-1.76,82.0,8.23
539,Moerai,50,PF,1589655581,85,-22.43,-151.33,80.24,18.72
541,Yerbogachën,1,RU,1589655583,91,61.28,108.01,35.85,1.97
542,Sidi Ali,2,DZ,1589655585,78,36.1,0.42,62.24,10.92
543,Ribeira Grande,75,PT,1589655586,93,38.52,-28.7,64.4,12.75
544,Muzhi,100,RU,1589655587,89,65.37,64.67,34.93,4.74
545,Manjo,100,CM,1589655588,93,4.84,9.82,74.41,1.16
546,Chinsali,0,ZM,1589655590,61,-10.54,32.08,59.88,5.7
547,Gushikawa,90,JP,1589655591,94,26.35,127.87,78.8,8.05
550,Antsohihy,67,MG,1589655594,81,-14.88,47.99,75.24,0.4
551,Constitución,2,CL,1589655596,61,-35.33,-72.42,66.06,16.42
552,Micheweni,37,TZ,1589655597,76,-4.97,39.83,79.48,15.21
553,Passy,97,FR,1589655598,63,45.92,6.69,62.6,4.7
